nrg_bal;unit;geo;Geopolitical entity (reporting);TIME_PERIOD;OBS_VALUE
GAE;KTOE;SI;Slovenia;2006;7542.448
GAE;KTOE;SI;Slovenia;2007;7654.263
GAE;KTOE;SI;Slovenia;2008;8083.847
GAE;KTOE;SI;Slovenia;2009;7095.664
GAE;KTOE;SI;Slovenia;2010;7272.289
GAE;KTOE;SI;Slovenia;2011;7271.707
GAE;KTOE;SI;Slovenia;2012;7011.145
GAE;KTOE;SI;Slovenia;2013;6841.715
GAE;KTOE;SI;Slovenia;2014;6610.783
GAE;KTOE;SI;Slovenia;2015;6569.516
GAE;KTOE;SI;Slovenia;2016;6842.152
GAE;KTOE;SI;Slovenia;2017;7071.420
GAE;KTOE;SI;Slovenia;2018;7082.868
GAE;KTOE;SI;Slovenia;2019;6934.077
GAE;KTOE;SI;Slovenia;2020;6457.192
GAE;KTOE;SI;Slovenia;2021;6632.781
GAE;KTOE;SI;Slovenia;2022;6375.414
GAE;KTOE;SI;Slovenia;2023;6080.809
GAE;KTOE;SK;Slovakia;2004;18259.703
GAE;KTOE;SK;Slovakia;2005;18698.938
GAE;KTOE;SK;Slovakia;2006;18540.666
GAE;KTOE;SK;Slovakia;2007;17756.179
GAE;KTOE;SK;Slovakia;2008;18262.551
GAE;KTOE;SK;Slovakia;2009;16690.193
GAE;KTOE;SK;Slovakia;2010;18428.207
GAE;KTOE;SK;Slovakia;2011;17865.061
GAE;KTOE;SK;Slovakia;2012;17301.629
GAE;KTOE;SK;Slovakia;2013;17452.292
GAE;KTOE;SK;Slovakia;2014;16130.826
GAE;KTOE;SK;Slovakia;2015;16850.477
GAE;KTOE;SK;Slovakia;2016;17003.816
GAE;KTOE;SK;Slovakia;2017;17883.333
GAE;KTOE;SK;Slovakia;2018;17534.083
GAE;KTOE;SK;Slovakia;2019;17018.262
GAE;KTOE;SK;Slovakia;2020;16446.618
GAE;KTOE;SK;Slovakia;2021;17792.853
GAE;KTOE;SK;Slovakia;2022;16626.605
GAE;KTOE;SK;Slovakia;2023;16438.978
GAE;KTOE;TR;Türkiye;2004;82861.140
GAE;KTOE;TR;Türkiye;2005;86341.272
GAE;KTOE;TR;Türkiye;2006;94848.215
GAE;KTOE;TR;Türkiye;2007;102262.149
GAE;KTOE;TR;Türkiye;2008;100138.646
GAE;KTOE;TR;Türkiye;2009;99994.547
GAE;KTOE;TR;Türkiye;2010;105747.791
GAE;KTOE;TR;Türkiye;2011;112994.299
GAE;KTOE;TR;Türkiye;2012;118104.141
GAE;KTOE;TR;Türkiye;2013;114952.965
GAE;KTOE;TR;Türkiye;2014;123324.482
GAE;KTOE;TR;Türkiye;2015;133215.061
GAE;KTOE;TR;Türkiye;2016;140526.971
GAE;KTOE;TR;Türkiye;2017;151296.854
GAE;KTOE;TR;Türkiye;2018;149051.401
GAE;KTOE;TR;Türkiye;2019;151040.534
GAE;KTOE;TR;Türkiye;2020;148608.858
GAE;KTOE;TR;Türkiye;2021;162358.518
GAE;KTOE;TR;Türkiye;2022;160103.683
GAE;KTOE;TR;Türkiye;2023;162909.177
GAE;KTOE;UA;Ukraine;2004;142064.246
GAE;KTOE;UA;Ukraine;2005;141228.928
GAE;KTOE;UA;Ukraine;2006;135626.388
GAE;KTOE;UA;Ukraine;2007;139717.262
GAE;KTOE;UA;Ukraine;2008;134981.935
GAE;KTOE;UA;Ukraine;2009;114864.837
GAE;KTOE;UA;Ukraine;2010;132795.468
GAE;KTOE;UA;Ukraine;2011;126863.602
GAE;KTOE;UA;Ukraine;2012;122899.079
GAE;KTOE;UA;Ukraine;2013;116383.204
GAE;KTOE;UA;Ukraine;2014;105889.728
GAE;KTOE;UA;Ukraine;2015;93112.957
GAE;KTOE;UA;Ukraine;2016;91863.089
GAE;KTOE;UA;Ukraine;2017;89767.891
GAE;KTOE;UA;Ukraine;2018;93850.613
GAE;KTOE;UA;Ukraine;2019;89641.456
GAE;KTOE;UA;Ukraine;2020;86582.654
GAE;KTOE;UK;United Kingdom;2004;235278.675
GAE;KTOE;UK;United Kingdom;2005;236864.488
GAE;KTOE;UK;United Kingdom;2006;233657.759
GAE;KTOE;UK;United Kingdom;2007;226099.198
GAE;KTOE;UK;United Kingdom;2008;223714.607
GAE;KTOE;UK;United Kingdom;2009;207308.898
GAE;KTOE;UK;United Kingdom;2010;215795.147
GAE;KTOE;UK;United Kingdom;2011;200886.424
GAE;KTOE;UK;United Kingdom;2012;204604.187
GAE;KTOE;UK;United Kingdom;2013;201320.840
GAE;KTOE;UK;United Kingdom;2014;190352.358
GAE;KTOE;UK;United Kingdom;2015;193599.379
GAE;KTOE;UK;United Kingdom;2016;191122.253
GAE;KTOE;UK;United Kingdom;2017;188732.575
GAE;KTOE;UK;United Kingdom;2018;188474.120
GAE;KTOE;UK;United Kingdom;2019;184967.770
GAE;KTOE;XK;Kosovo*;2004;2008.568
GAE;KTOE;XK;Kosovo*;2005;1949.698
GAE;KTOE;XK;Kosovo*;2006;1970.370
GAE;KTOE;XK;Kosovo*;2007;2049.066
GAE;KTOE;XK;Kosovo*;2008;2219.069
GAE;KTOE;XK;Kosovo*;2009;2458.744
GAE;KTOE;XK;Kosovo*;2010;2516.715
GAE;KTOE;XK;Kosovo*;2011;2540.771
GAE;KTOE;XK;Kosovo*;2012;2383.784
GAE;KTOE;XK;Kosovo*;2013;2312.354
GAE;KTOE;XK;Kosovo*;2014;2217.180
GAE;KTOE;XK;Kosovo*;2015;2524.380
GAE;KTOE;XK;Kosovo*;2016;2703.587
GAE;KTOE;XK;Kosovo*;2017;2568.576
GAE;KTOE;XK;Kosovo*;2018;2584.929
GAE;KTOE;XK;Kosovo*;2019;2668.905
GAE;KTOE;XK;Kosovo*;2020;2665.079
GAE;KTOE;XK;Kosovo*;2021;2887.992
GAE;KTOE;XK;Kosovo*;2022;2662.158
GAE;KTOE;XK;Kosovo*;2023;2552.322
NRGSUP;KTOE;AL;Albania;2004;2189.122
NRGSUP;KTOE;AL;Albania;2005;2192.158
NRGSUP;KTOE;AL;Albania;2006;2136.110
NRGSUP;KTOE;AL;Albania;2007;2037.011
NRGSUP;KTOE;AL;Albania;2008;2113.341
NRGSUP;KTOE;AL;Albania;2009;2151.756
NRGSUP;KTOE;AL;Albania;2010;2134.728
NRGSUP;KTOE;AL;Albania;2011;2224.767
NRGSUP;KTOE;AL;Albania;2012;2002.568
NRGSUP;KTOE;AL;Albania;2013;2343.730
NRGSUP;KTOE;AL;Albania;2014;2347.117
NRGSUP;KTOE;AL;Albania;2015;2196.150
NRGSUP;KTOE;AL;Albania;2016;2264.689
NRGSUP;KTOE;AL;Albania;2017;2367.990
NRGSUP;KTOE;AL;Albania;2018;2359.535
NRGSUP;KTOE;AL;Albania;2019;2333.185
NRGSUP;KTOE;AL;Albania;2020;2166.847
NRGSUP;KTOE;AL;Albania;2021;2281.204
NRGSUP;KTOE;AL;Albania;2022;2171.506
NRGSUP;KTOE;AL;Albania;2023;2143.888
NRGSUP;KTOE;AT;Austria;2004;32507.505
NRGSUP;KTOE;AT;Austria;2005;33735.641
NRGSUP;KTOE;AT;Austria;2006;34018.889
NRGSUP;KTOE;AT;Austria;2007;33384.038
NRGSUP;KTOE;AT;Austria;2008;33654.856
NRGSUP;KTOE;AT;Austria;2009;32012.060
NRGSUP;KTOE;AT;Austria;2010;34165.928
NRGSUP;KTOE;AT;Austria;2011;33120.811
NRGSUP;KTOE;AT;Austria;2012;33041.368
NRGSUP;KTOE;AT;Austria;2013;33467.556
NRGSUP;KTOE;AT;Austria;2014;32270.341
NRGSUP;KTOE;AT;Austria;2015;33027.980
NRGSUP;KTOE;AT;Austria;2016;33429.285
NRGSUP;KTOE;AT;Austria;2017;34070.053
NRGSUP;KTOE;AT;Austria;2018;33184.811
NRGSUP;KTOE;AT;Austria;2019;33808.518
NRGSUP;KTOE;AT;Austria;2020;31971.269
NRGSUP;KTOE;AT;Austria;2021;33753.843
NRGSUP;KTOE;AT;Austria;2022;32112.497
NRGSUP;KTOE;AT;Austria;2023;31151.025
NRGSUP;KTOE;BA;Bosnia and Herzegovina;2014;5998.422
NRGSUP;KTOE;BA;Bosnia and Herzegovina;2015;6176.764
NRGSUP;KTOE;BA;Bosnia and Herzegovina;2016;6756.626
NRGSUP;KTOE;BA;Bosnia and Herzegovina;2017;6743.965
NRGSUP;KTOE;BA;Bosnia and Herzegovina;2018;7470.571
NRGSUP;KTOE;BA;Bosnia and Herzegovina;2019;7220.822
NRGSUP;KTOE;BA;Bosnia and Herzegovina;2020;7104.379
NRGSUP;KTOE;BA;Bosnia and Herzegovina;2021;7359.713
NRGSUP;KTOE;BA;Bosnia and Herzegovina;2022;7279.512
NRGSUP;KTOE;BA;Bosnia and Herzegovina;2023;6918.836
NRGSUP;KTOE;BE;Belgium;2004;58450.341
NRGSUP;KTOE;BE;Belgium;2005;58129.446
NRGSUP;KTOE;BE;Belgium;2006;57412.590
NRGSUP;KTOE;BE;Belgium;2007;56304.575
NRGSUP;KTOE;BE;Belgium;2008;58074.460
NRGSUP;KTOE;BE;Belgium;2009;55350.647
NRGSUP;KTOE;BE;Belgium;2010;59297.754
NRGSUP;KTOE;BE;Belgium;2011;55177.125
NRGSUP;KTOE;BE;Belgium;2012;52993.133
NRGSUP;KTOE;BE;Belgium;2013;55212.250
NRGSUP;KTOE;BE;Belgium;2014;52292.301
NRGSUP;KTOE;BE;Belgium;2015;52236.174
NRGSUP;KTOE;BE;Belgium;2016;55044.281
NRGSUP;KTOE;BE;Belgium;2017;54849.071
NRGSUP;KTOE;BE;Belgium;2018;53022.951
NRGSUP;KTOE;BE;Belgium;2019;54405.231
NRGSUP;KTOE;BE;Belgium;2020;50246.694
NRGSUP;KTOE;BE;Belgium;2021;55087.801
NRGSUP;KTOE;BE;Belgium;2022;50333.049
NRGSUP;KTOE;BE;Belgium;2023;47223.846
NRGSUP;KTOE;BG;Bulgaria;2004;18811.201
NRGSUP;KTOE;BG;Bulgaria;2005;19892.423
NRGSUP;KTOE;BG;Bulgaria;2006;20510.565
NRGSUP;KTOE;BG;Bulgaria;2007;20168.797
NRGSUP;KTOE;BG;Bulgaria;2008;19823.899
NRGSUP;KTOE;BG;Bulgaria;2009;17418.998
NRGSUP;KTOE;BG;Bulgaria;2010;17748.480
NRGSUP;KTOE;BG;Bulgaria;2011;19030.567
NRGSUP;KTOE;BG;Bulgaria;2012;18231.765
NRGSUP;KTOE;BG;Bulgaria;2013;16926.060
NRGSUP;KTOE;BG;Bulgaria;2014;17704.737
NRGSUP;KTOE;BG;Bulgaria;2015;18504.383
NRGSUP;KTOE;BG;Bulgaria;2016;18081.015
NRGSUP;KTOE;BG;Bulgaria;2017;18697.785
NRGSUP;KTOE;BG;Bulgaria;2018;18605.594
NRGSUP;KTOE;BG;Bulgaria;2019;18434.751
NRGSUP;KTOE;BG;Bulgaria;2020;17576.063
NRGSUP;KTOE;BG;Bulgaria;2021;19121.850
NRGSUP;KTOE;BG;Bulgaria;2022;19348.531
NRGSUP;KTOE;BG;Bulgaria;2023;17090.572
NRGSUP;KTOE;CY;Cyprus;2004;2202.150
NRGSUP;KTOE;CY;Cyprus;2005;2241.949
NRGSUP;KTOE;CY;Cyprus;2006;2331.685
NRGSUP;KTOE;CY;Cyprus;2007;2463.162
NRGSUP;KTOE;CY;Cyprus;2008;2620.609
NRGSUP;KTOE;CY;Cyprus;2009;2567.439
NRGSUP;KTOE;CY;Cyprus;2010;2476.303
NRGSUP;KTOE;CY;Cyprus;2011;2403.869
NRGSUP;KTOE;CY;Cyprus;2012;2262.439
NRGSUP;KTOE;CY;Cyprus;2013;1955.962
NRGSUP;KTOE;CY;Cyprus;2014;2003.342
NRGSUP;KTOE;CY;Cyprus;2015;2054.544
NRGSUP;KTOE;CY;Cyprus;2016;2188.570
NRGSUP;KTOE;CY;Cyprus;2017;2259.845
NRGSUP;KTOE;CY;Cyprus;2018;2308.403
NRGSUP;KTOE;CY;Cyprus;2019;2315.130
NRGSUP;KTOE;CY;Cyprus;2020;2187.784
NRGSUP;KTOE;CY;Cyprus;2021;2251.763
NRGSUP;KTOE;CY;Cyprus;2022;2306.329
NRGSUP;KTOE;CY;Cyprus;2023;2306.258
NRGSUP;KTOE;CZ;Czechia;2004;45697.236
NRGSUP;KTOE;CZ;Czechia;2005;45220.081
NRGSUP;KTOE;CZ;Czechia;2006;46230.051
NRGSUP;KTOE;CZ;Czechia;2007;46121.305
NRGSUP;KTOE;CZ;Czechia;2008;45254.788
NRGSUP;KTOE;CZ;Czechia;2009;42501.457
NRGSUP;KTOE;CZ;Czechia;2010;45151.911
NRGSUP;KTOE;CZ;Czechia;2011;43306.620
NRGSUP;KTOE;CZ;Czechia;2012;42947.748
NRGSUP;KTOE;CZ;Czechia;2013;43161.919
NRGSUP;KTOE;CZ;Czechia;2014;41719.164
NRGSUP;KTOE;CZ;Czechia;2015;41756.676
NRGSUP;KTOE;CZ;Czechia;2016;41342.607
NRGSUP;KTOE;CZ;Czechia;2017;43107.399
NRGSUP;KTOE;CZ;Czechia;2018;43228.743
NRGSUP;KTOE;CZ;Czechia;2019;42514.929
NRGSUP;KTOE;CZ;Czechia;2020;40205.287
NRGSUP;KTOE;CZ;Czechia;2021;42573.974
NRGSUP;KTOE;CZ;Czechia;2022;41583.337
NRGSUP;KTOE;CZ;Czechia;2023;38098.293
NRGSUP;KTOE;DE;Germany;2004;340909.624
NRGSUP;KTOE;DE;Germany;2005;339031.160
NRGSUP;KTOE;DE;Germany;2006;349207.463
NRGSUP;KTOE;DE;Germany;2007;331311.589
NRGSUP;KTOE;DE;Germany;2008;335474.274
NRGSUP;KTOE;DE;Germany;2009;313472.064
NRGSUP;KTOE;DE;Germany;2010;330303.551
NRGSUP;KTOE;DE;Germany;2011;313107.906
NRGSUP;KTOE;DE;Germany;2012;315440.699
NRGSUP;KTOE;DE;Germany;2013;322440.619
NRGSUP;KTOE;DE;Germany;2014;308553.144
NRGSUP;KTOE;DE;Germany;2015;310082.463
NRGSUP;KTOE;DE;Germany;2016;311411.038
NRGSUP;KTOE;DE;Germany;2017;312465.059
NRGSUP;KTOE;DE;Germany;2018;305036.733
NRGSUP;KTOE;DE;Germany;2019;298401.223
NRGSUP;KTOE;DE;Germany;2020;280330.894
NRGSUP;KTOE;DE;Germany;2021;290326.950
NRGSUP;KTOE;DE;Germany;2022;273308.943
NRGSUP;KTOE;DE;Germany;2023;245962.298
NRGSUP;KTOE;DK;Denmark;2004;19515.580
NRGSUP;KTOE;DK;Denmark;2005;18956.934
NRGSUP;KTOE;DK;Denmark;2006;20363.739
NRGSUP;KTOE;DK;Denmark;2007;19890.416
NRGSUP;KTOE;DK;Denmark;2008;19337.792
NRGSUP;KTOE;DK;Denmark;2009;18660.289
NRGSUP;KTOE;DK;Denmark;2010;19521.311
NRGSUP;KTOE;DK;Denmark;2011;18114.789
NRGSUP;KTOE;DK;Denmark;2012;17327.781
NRGSUP;KTOE;DK;Denmark;2013;17439.277
NRGSUP;KTOE;DK;Denmark;2014;16439.559
NRGSUP;KTOE;DK;Denmark;2015;16382.299
NRGSUP;KTOE;DK;Denmark;2016;16798.161
NRGSUP;KTOE;DK;Denmark;2017;16890.714
NRGSUP;KTOE;DK;Denmark;2018;16873.809
NRGSUP;KTOE;DK;Denmark;2019;16318.062
NRGSUP;KTOE;DK;Denmark;2020;15693.913
NRGSUP;KTOE;DK;Denmark;2021;16517.043
NRGSUP;KTOE;DK;Denmark;2022;15759.235
NRGSUP;KTOE;DK;Denmark;2023;15415.999
NRGSUP;KTOE;EE;Estonia;2004;5363.128
NRGSUP;KTOE;EE;Estonia;2005;5444.698
NRGSUP;KTOE;EE;Estonia;2006;5397.419
NRGSUP;KTOE;EE;Estonia;2007;6316.504
NRGSUP;KTOE;EE;Estonia;2008;5528.161
NRGSUP;KTOE;EE;Estonia;2009;4398.795
NRGSUP;KTOE;EE;Estonia;2010;5890.755
NRGSUP;KTOE;EE;Estonia;2011;5725.040
NRGSUP;KTOE;EE;Estonia;2012;5228.464
NRGSUP;KTOE;EE;Estonia;2013;5839.319
NRGSUP;KTOE;EE;Estonia;2014;5538.862
NRGSUP;KTOE;EE;Estonia;2015;4800.803
NRGSUP;KTOE;EE;Estonia;2016;5978.413
NRGSUP;KTOE;EE;Estonia;2017;5853.264
NRGSUP;KTOE;EE;Estonia;2018;5648.229
NRGSUP;KTOE;EE;Estonia;2019;4848.194
NRGSUP;KTOE;EE;Estonia;2020;4472.653
NRGSUP;KTOE;EE;Estonia;2021;4564.345
NRGSUP;KTOE;EE;Estonia;2022;4796.355
NRGSUP;KTOE;EE;Estonia;2023;4206.437
NRGSUP;KTOE;EL;Greece;2004;29727.311
NRGSUP;KTOE;EL;Greece;2005;30261.710
NRGSUP;KTOE;EL;Greece;2006;30231.997
NRGSUP;KTOE;EL;Greece;2007;30178.181
NRGSUP;KTOE;EL;Greece;2008;30404.910
NRGSUP;KTOE;EL;Greece;2009;29486.955
NRGSUP;KTOE;EL;Greece;2010;27664.517
NRGSUP;KTOE;EL;Greece;2011;26797.816
NRGSUP;KTOE;EL;Greece;2012;26603.895
NRGSUP;KTOE;EL;Greece;2013;23395.055
NRGSUP;KTOE;EL;Greece;2014;23216.752
NRGSUP;KTOE;EL;Greece;2015;23264.675
NRGSUP;KTOE;EL;Greece;2016;22775.802
NRGSUP;KTOE;EL;Greece;2017;23407.972
NRGSUP;KTOE;EL;Greece;2018;22748.616
NRGSUP;KTOE;EL;Greece;2019;22423.526
NRGSUP;KTOE;EL;Greece;2020;20093.116
NRGSUP;KTOE;EL;Greece;2021;20814.067
NRGSUP;KTOE;EL;Greece;2022;20691.700
NRGSUP;KTOE;EL;Greece;2023;19780.147
NRGSUP;KTOE;ES;Spain;2004;138427.300
NRGSUP;KTOE;ES;Spain;2005;141291.424
NRGSUP;KTOE;ES;Spain;2006;141333.278
NRGSUP;KTOE;ES;Spain;2007;143394.901
NRGSUP;KTOE;ES;Spain;2008;138166.044
NRGSUP;KTOE;ES;Spain;2009;126991.094
NRGSUP;KTOE;ES;Spain;2010;126995.930
NRGSUP;KTOE;ES;Spain;2011;125769.698
NRGSUP;KTOE;ES;Spain;2012;125379.024
NRGSUP;KTOE;ES;Spain;2013;117058.710
NRGSUP;KTOE;ES;Spain;2014;114522.741
NRGSUP;KTOE;ES;Spain;2015;118954.380
NRGSUP;KTOE;ES;Spain;2016;119715.840
NRGSUP;KTOE;ES;Spain;2017;125876.951
NRGSUP;KTOE;ES;Spain;2018;125486.607
NRGSUP;KTOE;ES;Spain;2019;121939.720
NRGSUP;KTOE;ES;Spain;2020;110214.255
NRGSUP;KTOE;ES;Spain;2021;116242.897
NRGSUP;KTOE;ES;Spain;2022;116201.915
NRGSUP;KTOE;ES;Spain;2023;112390.219
NRGSUP;KTOE;EU27_2020;European Union - 27 countries (from 2020);2004;1566974.796
NRGSUP;KTOE;EU27_2020;European Union - 27 countries (from 2020);2005;1572644.474
NRGSUP;KTOE;EU27_2020;European Union - 27 countries (from 2020);2006;1584905.851
NRGSUP;KTOE;EU27_2020;European Union - 27 countries (from 2020);2007;1562570.513
NRGSUP;KTOE;EU27_2020;European Union - 27 countries (from 2020);2008;1558009.134
NRGSUP;KTOE;EU27_2020;European Union - 27 countries (from 2020);2009;1466978.313
NRGSUP;KTOE;EU27_2020;European Union - 27 countries (from 2020);2010;1527533.729
NRGSUP;KTOE;EU27_2020;European Union - 27 countries (from 2020);2011;1478883.591
NRGSUP;KTOE;EU27_2020;European Union - 27 countries (from 2020);2012;1460362.936
NRGSUP;KTOE;EU27_2020;European Union - 27 countries (from 2020);2013;1445463.876
NRGSUP;KTOE;EU27_2020;European Union - 27 countries (from 2020);2014;1394015.000
NRGSUP;KTOE;EU27_2020;European Union - 27 countries (from 2020);2015;1413366.556
NRGSUP;KTOE;EU27_2020;European Union - 27 countries (from 2020);2016;1423882.449
NRGSUP;KTOE;EU27_2020;European Union - 27 countries (from 2020);2017;1452333.337
NRGSUP;KTOE;EU27_2020;European Union - 27 countries (from 2020);2018;1440242.768
NRGSUP;KTOE;EU27_2020;European Union - 27 countries (from 2020);2019;1415620.669
NRGSUP;KTOE;EU27_2020;European Union - 27 countries (from 2020);2020;1322366.848
NRGSUP;KTOE;EU27_2020;European Union - 27 countries (from 2020);2021;1400159.190
NRGSUP;KTOE;EU27_2020;European Union - 27 countries (from 2020);2022;1319656.860
NRGSUP;KTOE;EU27_2020;European Union - 27 countries (from 2020);2023;1260937.298
NRGSUP;KTOE;FI;Finland;2004;37314.381
NRGSUP;KTOE;FI;Finland;2005;34422.467
NRGSUP;KTOE;FI;Finland;2006;37477.258
NRGSUP;KTOE;FI;Finland;2007;36876.126
NRGSUP;KTOE;FI;Finland;2008;35387.592
NRGSUP;KTOE;FI;Finland;2009;33102.440
NRGSUP;KTOE;FI;Finland;2010;36250.333
NRGSUP;KTOE;FI;Finland;2011;34795.937
NRGSUP;KTOE;FI;Finland;2012;33555.392
NRGSUP;KTOE;FI;Finland;2013;32985.287
NRGSUP;KTOE;FI;Finland;2014;33720.799
NRGSUP;KTOE;FI;Finland;2015;32022.519
NRGSUP;KTOE;FI;Finland;2016;33221.313
NRGSUP;KTOE;FI;Finland;2017;33574.369
NRGSUP;KTOE;FI;Finland;2018;34131.262
NRGSUP;KTOE;FI;Finland;2019;33369.792
NRGSUP;KTOE;FI;Finland;2020;31840.931
NRGSUP;KTOE;FI;Finland;2021;33429.335
NRGSUP;KTOE;FI;Finland;2022;31962.514
NRGSUP;KTOE;FI;Finland;2023;32511.136
NRGSUP;KTOE;FR;France;2004;270464.293
NRGSUP;KTOE;FR;France;2005;271724.384
NRGSUP;KTOE;FR;France;2006;267466.791
NRGSUP;KTOE;FR;France;2007;264774.813
NRGSUP;KTOE;FR;France;2008;266265.985
NRGSUP;KTOE;FR;France;2009;256163.960
NRGSUP;KTOE;FR;France;2010;264200.164
NRGSUP;KTOE;FR;France;2011;257133.351
NRGSUP;KTOE;FR;France;2012;257696.274
NRGSUP;KTOE;FR;France;2013;259317.319
NRGSUP;KTOE;FR;France;2014;249072.501
NRGSUP;KTOE;FR;France;2015;253629.951
NRGSUP;KTOE;FR;France;2016;249300.843
NRGSUP;KTOE;FR;France;2017;249301.178
NRGSUP;KTOE;FR;France;2018;247714.242
NRGSUP;KTOE;FR;France;2019;244377.363
NRGSUP;KTOE;FR;France;2020;221358.822
NRGSUP;KTOE;FR;France;2021;239728.259
NRGSUP;KTOE;FR;France;2022;215445.191
NRGSUP;KTOE;FR;France;2023;219086.619
NRGSUP;KTOE;GE;Georgia;2013;4159.633
NRGSUP;KTOE;GE;Georgia;2014;4440.201
NRGSUP;KTOE;GE;Georgia;2015;4690.718
NRGSUP;KTOE;GE;Georgia;2016;4847.596
NRGSUP;KTOE;GE;Georgia;2017;4894.047
NRGSUP;KTOE;GE;Georgia;2018;4851.522
NRGSUP;KTOE;GE;Georgia;2019;5101.024
NRGSUP;KTOE;GE;Georgia;2020;4941.465
NRGSUP;KTOE;GE;Georgia;2021;5288.346
NRGSUP;KTOE;GE;Georgia;2022;5730.543
NRGSUP;KTOE;GE;Georgia;2023;5686.327
NRGSUP;KTOE;HR;Croatia;2004;9587.281
NRGSUP;KTOE;HR;Croatia;2005;9739.803
NRGSUP;KTOE;HR;Croatia;2006;9686.866
NRGSUP;KTOE;HR;Croatia;2007;10065.763
NRGSUP;KTOE;HR;Croatia;2008;9812.477
NRGSUP;KTOE;HR;Croatia;2009;9473.440
NRGSUP;KTOE;HR;Croatia;2010;9372.252
NRGSUP;KTOE;HR;Croatia;2011;9156.651
NRGSUP;KTOE;HR;Croatia;2012;8614.754
NRGSUP;KTOE;HR;Croatia;2013;8434.858
NRGSUP;KTOE;HR;Croatia;2014;8030.511
NRGSUP;KTOE;HR;Croatia;2015;8387.910
NRGSUP;KTOE;HR;Croatia;2016;8454.603
NRGSUP;KTOE;HR;Croatia;2017;8734.018
NRGSUP;KTOE;HR;Croatia;2018;8491.654
NRGSUP;KTOE;HR;Croatia;2019;8589.513
NRGSUP;KTOE;HR;Croatia;2020;8248.778
NRGSUP;KTOE;HR;Croatia;2021;8596.096
NRGSUP;KTOE;HR;Croatia;2022;8322.109
NRGSUP;KTOE;HR;Croatia;2023;8642.862
NRGSUP;KTOE;HU;Hungary;2004;26210.192
NRGSUP;KTOE;HU;Hungary;2005;28249.702
NRGSUP;KTOE;HU;Hungary;2006;27936.004
NRGSUP;KTOE;HU;Hungary;2007;27354.021
NRGSUP;KTOE;HU;Hungary;2008;26900.702
NRGSUP;KTOE;HU;Hungary;2009;25609.629
NRGSUP;KTOE;HU;Hungary;2010;26362.697
NRGSUP;KTOE;HU;Hungary;2011;25829.901
NRGSUP;KTOE;HU;Hungary;2012;24604.502
NRGSUP;KTOE;HU;Hungary;2013;23757.412
NRGSUP;KTOE;HU;Hungary;2014;23652.512
NRGSUP;KTOE;HU;Hungary;2015;25028.528
NRGSUP;KTOE;HU;Hungary;2016;25327.380
NRGSUP;KTOE;HU;Hungary;2017;26432.948
NRGSUP;KTOE;HU;Hungary;2018;26428.293
NRGSUP;KTOE;HU;Hungary;2019;26426.110
NRGSUP;KTOE;HU;Hungary;2020;26038.115
NRGSUP;KTOE;HU;Hungary;2021;27252.370
NRGSUP;KTOE;HU;Hungary;2022;25521.535
NRGSUP;KTOE;HU;Hungary;2023;23998.402
NRGSUP;KTOE;IE;Ireland;2004;14383.556
NRGSUP;KTOE;IE;Ireland;2005;14654.501
NRGSUP;KTOE;IE;Ireland;2006;14720.521
NRGSUP;KTOE;IE;Ireland;2007;15119.957
NRGSUP;KTOE;IE;Ireland;2008;15026.094
NRGSUP;KTOE;IE;Ireland;2009;14627.307
NRGSUP;KTOE;IE;Ireland;2010;14326.937
NRGSUP;KTOE;IE;Ireland;2011;13187.624
NRGSUP;KTOE;IE;Ireland;2012;13445.788
NRGSUP;KTOE;IE;Ireland;2013;12664.304
NRGSUP;KTOE;IE;Ireland;2014;12663.532
